Lasso Genes 1,XGBoost Genes,Random Forest Genes,AdaBoost Genes,Intersection Lasso-XG-RF,Intersection Lasso-XG-RF-Ada,Lasso Convergence,Intersection Lasso Convergence-XG,Intersection Lasso Convergence-Ada,Intersection XG-Ada,Intersection Lasso Convergence-XG-Ada
ENSG00000227487.3,,,,,,,,,,
ENSG00000236323.1,,,,,,,,,,
ENSG00000238227.6,,,,,,,,,,
ENSG00000279161.1,,,,,,,,,,
ENSG00000115705.19,,,,,,,,,,
ENSG00000260841.1,,,,,,,,,,
ENSG00000160223.15,,,,,,,,,,
ENSG00000237036.4,,,,,,,,,,
ENSG00000277007.1,,,,,,,,,,
ENSG00000273073.1,,,,,,,,,,
ENSG00000171227.6,,,,,,,,,,
ENSG00000215481.7,,,,,,,,,,
ENSG00000205054.5,,,,,,,,,,
ENSG00000273018.4,,,,,,,,,,
ENSG00000186567.11,,,,,,,,,,
ENSG00000127955.14,,,,,,,,,,
ENSG00000116096.5,,,,,,,,,,
ENSG00000128872.8,,,,,,,,,,
ENSG00000180739.13,,,,,,,,,,
ENSG00000273419.1,,,,,,,,,,
ENSG00000005243.8,,,,,,,,,,
ENSG00000182685.6,,,,,,,,,,
ENSG00000146192.13,,,,,,,,,,
ENSG00000265206.3,,,,,,,,,,
ENSG00000102804.13,,,,,,,,,,
ENSG00000262050.1,,,,,,,,,,
ENSG00000272927.1,,,,,,,,,,
ENSG00000115919.13,,,,,,,,,,
ENSG00000138119.15,,,,,,,,,,
ENSG00000177335.9,,,,,,,,,,
ENSG00000196873.14,,,,,,,,,,
ENSG00000279259.1,,,,,,,,,,
ENSG00000129595.11,,,,,,,,,,
ENSG00000197134.10,,,,,,,,,,
ENSG00000179921.13,,,,,,,,,,
ENSG00000267940.1,,,,,,,,,,
ENSG00000227467.3,,,,,,,,,,
ENSG00000256061.6,,,,,,,,,,
ENSG00000196209.11,,,,,,,,,,
ENSG00000257017.7,,,,,,,,,,
ENSG00000238113.5,,,,,,,,,,
ENSG00000267778.1,,,,,,,,,,
ENSG00000231290.4,,,,,,,,,,
ENSG00000280022.1,,,,,,,,,,
ENSG00000275180.1,,,,,,,,,,
ENSG00000278959.1,,,,,,,,,,
ENSG00000277130.1,,,,,,,,,,
ENSG00000074219.12,,,,,,,,,,
ENSG00000078596.9,,,,,,,,,,
ENSG00000273001.1,,,,,,,,,,
ENSG00000162004.15,,,,,,,,,,
ENSG00000184304.13,,,,,,,,,,
ENSG00000165905.15,,,,,,,,,,
ENSG00000116983.11,,,,,,,,,,
ENSG00000270953.1,,,,,,,,,,
ENSG00000213967.9,,,,,,,,,,
ENSG00000226087.1,,,,,,,,,,
ENSG00000236088.8,,,,,,,,,,
ENSG00000245213.5,,,,,,,,,,
ENSG00000249234.1,,,,,,,,,,
ENSG00000172116.20,,,,,,,,,,
ENSG00000214960.8,,,,,,,,,,
ENSG00000244041.6,,,,,,,,,,
ENSG00000267221.1,,,,,,,,,,
ENSG00000099822.2,,,,,,,,,,
ENSG00000176268.5,,,,,,,,,,
ENSG00000147166.9,,,,,,,,,,
ENSG00000181031.14,,,,,,,,,,
ENSG00000253633.1,,,,,,,,,,
ENSG00000187474.4,,,,,,,,,,
ENSG00000260351.1,,,,,,,,,,
ENSG00000277782.1,,,,,,,,,,
ENSG00000279456.1,,,,,,,,,,
ENSG00000265743.1,,,,,,,,,,
ENSG00000205089.6,,,,,,,,,,
ENSG00000181744.7,,,,,,,,,,
ENSG00000199477.1,,,,,,,,,,
ENSG00000207554.1,,,,,,,,,,
ENSG00000158457.5,,,,,,,,,,
ENSG00000162552.13,,,,,,,,,,
ENSG00000274358.1,,,,,,,,,,
ENSG00000275491.1,,,,,,,,,,
ENSG00000149798.4,,,,,,,,,,
ENSG00000249158.5,,,,,,,,,,
ENSG00000202079.1,,,,,,,,,,
ENSG00000249274.1,,,,,,,,,,
ENSG00000232224.4,,,,,,,,,,
ENSG00000198182.11,,,,,,,,,,
ENSG00000268758.4,,,,,,,,,,
ENSG00000106605.9,,,,,,,,,,
ENSG00000266456.1,,,,,,,,,,
ENSG00000272636.3,,,,,,,,,,
ENSG00000177707.9,,,,,,,,,,
ENSG00000196542.7,,,,,,,,,,
ENSG00000188051.6,,,,,,,,,,
ENSG00000267296.2,,,,,,,,,,
ENSG00000184730.9,,,,,,,,,,
ENSG00000181126.12,,,,,,,,,,
ENSG00000251493.3,,,,,,,,,,
ENSG00000269902.1,,,,,,,,,,
ENSG00000091409.13,,,,,,,,,,
ENSG00000132170.18,,,,,,,,,,
ENSG00000145192.11,,,,,,,,,,
ENSG00000213058.3,,,,,,,,,,
ENSG00000280123.1,,,,,,,,,,
ENSG00000132185.15,,,,,,,,,,
ENSG00000183160.8,,,,,,,,,,
ENSG00000227370.1,,,,,,,,,,
ENSG00000158301.17,,,,,,,,,,
ENSG00000140022.8,,,,,,,,,,
ENSG00000172476.3,,,,,,,,,,
ENSG00000088827.11,,,,,,,,,,
ENSG00000280065.1,,,,,,,,,,
ENSG00000213999.14,,,,,,,,,,
ENSG00000169184.5,,,,,,,,,,
ENSG00000203877.6,,,,,,,,,,
ENSG00000113763.9,,,,,,,,,,
ENSG00000121361.3,,,,,,,,,,
ENSG00000170893.3,,,,,,,,,,
ENSG00000233621.1,,,,,,,,,,
ENSG00000173801.15,,,,,,,,,,
ENSG00000139211.6,,,,,,,,,,
ENSG00000131401.10,,,,,,,,,,
ENSG00000272375.1,,,,,,,,,,
ENSG00000183397.5,,,,,,,,,,
ENSG00000198569.8,,,,,,,,,,
ENSG00000270765.4,,,,,,,,,,
ENSG00000249242.6,,,,,,,,,,
ENSG00000119900.7,,,,,,,,,,
ENSG00000185518.10,,,,,,,,,,
ENSG00000260285.1,,,,,,,,,,
ENSG00000102890.13,,,,,,,,,,
ENSG00000156113.19,,,,,,,,,,
ENSG00000237651.5,,,,,,,,,,
ENSG00000115523.15,,,,,,,,,,
ENSG00000273066.4,,,,,,,,,,
ENSG00000180440.3,,,,,,,,,,
ENSG00000143127.11,,,,,,,,,,
ENSG00000178038.15,,,,,,,,,,
ENSG00000151360.8,,,,,,,,,,
ENSG00000115107.18,,,,,,,,,,
ENSG00000182247.8,,,,,,,,,,
ENSG00000227825.4,,,,,,,,,,
ENSG00000082497.10,,,,,,,,,,
ENSG00000270049.1,,,,,,,,,,
ENSG00000281741.1,,,,,,,,,,
ENSG00000205663.5,,,,,,,,,,
ENSG00000170290.3,,,,,,,,,,
ENSG00000211679.2,,,,,,,,,,
ENSG00000242574.7,,,,,,,,,,
ENSG00000130948.8,,,,,,,,,,
ENSG00000198883.10,,,,,,,,,,
ENSG00000103528.15,,,,,,,,,,
ENSG00000223551.1,,,,,,,,,,
ENSG00000267102.1,,,,,,,,,,
ENSG00000251340.1,,,,,,,,,,
ENSG00000188511.11,,,,,,,,,,
ENSG00000206557.5,,,,,,,,,,
ENSG00000019991.14,,,,,,,,,,
ENSG00000084674.12,,,,,,,,,,
ENSG00000146090.14,,,,,,,,,,
ENSG00000260329.1,,,,,,,,,,
ENSG00000231703.2,,,,,,,,,,
ENSG00000274215.1,,,,,,,,,,
ENSG00000180875.4,,,,,,,,,,
ENSG00000231738.9,,,,,,,,,,
ENSG00000260910.1,,,,,,,,,,
ENSG00000188959.9,,,,,,,,,,
ENSG00000160321.13,,,,,,,,,,
ENSG00000134762.15,,,,,,,,,,
ENSG00000279369.1,,,,,,,,,,
ENSG00000168702.15,,,,,,,,,,
ENSG00000169704.4,,,,,,,,,,
ENSG00000162946.19,,,,,,,,,,
ENSG00000267565.1,,,,,,,,,,
ENSG00000168140.4,,,,,,,,,,
ENSG00000264745.1,,,,,,,,,,
ENSG00000234432.4,,,,,,,,,,
ENSG00000067842.16,,,,,,,,,,
ENSG00000179774.8,,,,,,,,,,
ENSG00000261251.1,,,,,,,,,,
ENSG00000235241.1,,,,,,,,,,
ENSG00000272128.1,,,,,,,,,,
ENSG00000271856.1,,,,,,,,,,
ENSG00000073861.2,,,,,,,,,,
ENSG00000279989.1,,,,,,,,,,
ENSG00000184384.12,,,,,,,,,,
ENSG00000236939.2,,,,,,,,,,
ENSG00000080166.14,,,,,,,,,,
ENSG00000178965.12,,,,,,,,,,
ENSG00000145431.9,,,,,,,,,,
ENSG00000102174.8,,,,,,,,,,
ENSG00000271151.1,,,,,,,,,,
ENSG00000184302.6,,,,,,,,,,
ENSG00000198010.10,,,,,,,,,,
ENSG00000260686.1,,,,,,,,,,
ENSG00000169627.7,,,,,,,,,,
ENSG00000140287.9,,,,,,,,,,
ENSG00000232807.2,,,,,,,,,,
ENSG00000100604.11,,,,,,,,,,
ENSG00000123096.10,,,,,,,,,,
ENSG00000279894.1,,,,,,,,,,
ENSG00000179855.5,,,,,,,,,,
ENSG00000273271.1,,,,,,,,,,
ENSG00000265194.1,,,,,,,,,,
ENSG00000026103.18,,,,,,,,,,
ENSG00000270419.1,,,,,,,,,,
ENSG00000261039.2,,,,,,,,,,
ENSG00000178075.18,,,,,,,,,,
ENSG00000270040.1,,,,,,,,,,
ENSG00000271383.5,,,,,,,,,,
ENSG00000071575.10,,,,,,,,,,
ENSG00000225670.4,,,,,,,,,,
ENSG00000224713.4,,,,,,,,,,
ENSG00000183379.7,,,,,,,,,,
ENSG00000271964.1,,,,,,,,,,
ENSG00000257913.2,,,,,,,,,,
ENSG00000030419.15,,,,,,,,,,
ENSG00000271869.1,,,,,,,,,,
ENSG00000154589.5,,,,,,,,,,
ENSG00000254415.3,,,,,,,,,,
ENSG00000260118.1,,,,,,,,,,
ENSG00000163519.12,,,,,,,,,,
ENSG00000160201.10,,,,,,,,,,
ENSG00000279700.1,,,,,,,,,,
ENSG00000267342.1,,,,,,,,,,
ENSG00000177398.17,,,,,,,,,,
ENSG00000075391.15,,,,,,,,,,
ENSG00000273449.1,,,,,,,,,,
ENSG00000198842.8,,,,,,,,,,
ENSG00000169618.6,,,,,,,,,,
ENSG00000267651.1,,,,,,,,,,
ENSG00000261116.1,,,,,,,,,,
ENSG00000224712.9,,,,,,,,,,
ENSG00000065054.12,,,,,,,,,,
ENSG00000161940.9,,,,,,,,,,
ENSG00000087245.11,,,,,,,,,,
ENSG00000197594.10,,,,,,,,,,
ENSG00000145794.15,,,,,,,,,,
ENSG00000198743.5,,,,,,,,,,
ENSG00000267254.4,,,,,,,,,,
ENSG00000169989.2,,,,,,,,,,
ENSG00000185736.14,,,,,,,,,,
ENSG00000166126.9,,,,,,,,,,
ENSG00000267440.1,,,,,,,,,,
ENSG00000144724.17,,,,,,,,,,
ENSG00000255320.1,,,,,,,,,,
ENSG00000207870.1,,,,,,,,,,
ENSG00000242114.4,,,,,,,,,,
ENSG00000122574.9,,,,,,,,,,
ENSG00000213809.7,,,,,,,,,,
ENSG00000253873.4,,,,,,,,,,
ENSG00000163491.15,,,,,,,,,,
ENSG00000272256.1,,,,,,,,,,
ENSG00000274276.3,,,,,,,,,,
ENSG00000251034.1,,,,,,,,,,
ENSG00000164144.13,,,,,,,,,,
ENSG00000187546.12,,,,,,,,,,
ENSG00000166928.9,,,,,,,,,,
ENSG00000278978.1,,,,,,,,,,
ENSG00000248079.2,,,,,,,,,,
ENSG00000270640.1,,,,,,,,,,
ENSG00000141655.14,,,,,,,,,,
ENSG00000163359.14,,,,,,,,,,
ENSG00000278931.1,,,,,,,,,,
ENSG00000175287.17,,,,,,,,,,
ENSG00000263326.1,,,,,,,,,,
ENSG00000145220.12,,,,,,,,,,
ENSG00000275160.1,,,,,,,,,,
ENSG00000271009.2,,,,,,,,,,
ENSG00000157335.18,,,,,,,,,,
ENSG00000089127.11,,,,,,,,,,
ENSG00000231125.2,,,,,,,,,,
ENSG00000248265.1,,,,,,,,,,
ENSG00000164683.15,,,,,,,,,,
ENSG00000278002.1,,,,,,,,,,
ENSG00000115461.4,,,,,,,,,,
ENSG00000136379.10,,,,,,,,,,
ENSG00000254035.1,,,,,,,,,,
ENSG00000265413.1,,,,,,,,,,
ENSG00000135643.4,,,,,,,,,,
ENSG00000255471.1,,,,,,,,,,
ENSG00000055955.14,,,,,,,,,,
ENSG00000116833.12,,,,,,,,,,
ENSG00000142621.18,,,,,,,,,,
ENSG00000217702.2,,,,,,,,,,
ENSG00000185621.10,,,,,,,,,,
ENSG00000173517.9,,,,,,,,,,
ENSG00000170873.17,,,,,,,,,,
ENSG00000280649.1,,,,,,,,,,
ENSG00000251141.4,,,,,,,,,,
ENSG00000105612.7,,,,,,,,,,
ENSG00000268262.1,,,,,,,,,,
ENSG00000072840.11,,,,,,,,,,
ENSG00000265749.4,,,,,,,,,,
ENSG00000157168.17,,,,,,,,,,
ENSG00000174672.14,,,,,,,,,,
ENSG00000243478.6,,,,,,,,,,
ENSG00000213057.5,,,,,,,,,,
ENSG00000170430.9,,,,,,,,,,
ENSG00000162344.3,,,,,,,,,,
ENSG00000162391.10,,,,,,,,,,
ENSG00000169515.5,,,,,,,,,,
ENSG00000213171.2,,,,,,,,,,
ENSG00000168310.9,,,,,,,,,,
ENSG00000246174.6,,,,,,,,,,
ENSG00000278463.1,,,,,,,,,,
ENSG00000221947.6,,,,,,,,,,
ENSG00000227036.5,,,,,,,,,,
ENSG00000215478.7,,,,,,,,,,
ENSG00000188707.5,,,,,,,,,,
ENSG00000254876.4,,,,,,,,,,
ENSG00000146618.3,,,,,,,,,,
ENSG00000168546.9,,,,,,,,,,
ENSG00000132481.5,,,,,,,,,,
ENSG00000196730.11,,,,,,,,,,
ENSG00000272143.1,,,,,,,,,,
ENSG00000140279.11,,,,,,,,,,
ENSG00000261468.1,,,,,,,,,,
ENSG00000231346.4,,,,,,,,,,
ENSG00000198680.4,,,,,,,,,,
ENSG00000151468.10,,,,,,,,,,
ENSG00000177340.5,,,,,,,,,,
ENSG00000171435.12,,,,,,,,,,
ENSG00000164506.13,,,,,,,,,,
ENSG00000263812.4,,,,,,,,,,
ENSG00000272217.1,,,,,,,,,,
ENSG00000152315.4,,,,,,,,,,
ENSG00000163959.8,,,,,,,,,,
ENSG00000277778.1,,,,,,,,,,
ENSG00000146648.14,,,,,,,,,,
ENSG00000248099.3,,,,,,,,,,
ENSG00000163888.3,,,,,,,,,,
ENSG00000176692.5,,,,,,,,,,
ENSG00000240280.5,,,,,,,,,,
ENSG00000169507.8,,,,,,,,,,
ENSG00000110876.9,,,,,,,,,,
ENSG00000196369.9,,,,,,,,,,
ENSG00000220785.6,,,,,,,,,,
ENSG00000205086.6,,,,,,,,,,
ENSG00000183281.13,,,,,,,,,,
ENSG00000162746.13,,,,,,,,,,
ENSG00000115380.17,,,,,,,,,,
ENSG00000139278.8,,,,,,,,,,
ENSG00000224916.7,,,,,,,,,,
ENSG00000163421.7,,,,,,,,,,
ENSG00000184206.10,,,,,,,,,,
ENSG00000115165.8,,,,,,,,,,
ENSG00000117013.13,,,,,,,,,,
ENSG00000154736.5,,,,,,,,,,
ENSG00000162341.14,,,,,,,,,,
ENSG00000172236.15,,,,,,,,,,
ENSG00000249695.5,,,,,,,,,,
ENSG00000276995.1,,,,,,,,,,
ENSG00000280211.1,,,,,,,,,,
ENSG00000068078.16,,,,,,,,,,
ENSG00000152192.7,,,,,,,,,,
ENSG00000122756.13,,,,,,,,,,
ENSG00000164743.4,,,,,,,,,,
ENSG00000107518.15,,,,,,,,,,
ENSG00000214491.7,,,,,,,,,,
ENSG00000135519.6,,,,,,,,,,
ENSG00000199562.1,,,,,,,,,,
ENSG00000149534.7,,,,,,,,,,
ENSG00000147488.10,,,,,,,,,,
ENSG00000101443.16,,,,,,,,,,
ENSG00000178878.11,,,,,,,,,,
ENSG00000255874.2,,,,,,,,,,
ENSG00000106246.16,,,,,,,,,,
ENSG00000142675.16,,,,,,,,,,
ENSG00000187554.10,,,,,,,,,,
ENSG00000267131.1,,,,,,,,,,
ENSG00000102287.15,,,,,,,,,,
ENSG00000100095.17,,,,,,,,,,
ENSG00000197385.5,,,,,,,,,,
ENSG00000120907.16,,,,,,,,,,
ENSG00000184357.4,,,,,,,,,,
ENSG00000267420.1,,,,,,,,,,
ENSG00000272824.1,,,,,,,,,,
ENSG00000127399.13,,,,,,,,,,
ENSG00000134504.11,,,,,,,,,,
ENSG00000197847.11,,,,,,,,,,
ENSG00000127528.5,,,,,,,,,,
ENSG00000205837.6,,,,,,,,,,
ENSG00000173338.11,,,,,,,,,,
ENSG00000067798.12,,,,,,,,,,
ENSG00000167244.16,,,,,,,,,,
ENSG00000204165.5,,,,,,,,,,
ENSG00000120162.9,,,,,,,,,,
ENSG00000266389.1,,,,,,,,,,
ENSG00000273253.2,,,,,,,,,,
ENSG00000259250.1,,,,,,,,,,
ENSG00000220201.6,,,,,,,,,,
ENSG00000267676.1,,,,,,,,,,
ENSG00000280194.1,,,,,,,,,,
ENSG00000259635.1,,,,,,,,,,
ENSG00000233834.5,,,,,,,,,,
ENSG00000280401.1,,,,,,,,,,
ENSG00000166148.3,,,,,,,,,,
ENSG00000157103.9,,,,,,,,,,
ENSG00000108370.14,,,,,,,,,,
ENSG00000259370.2,,,,,,,,,,
ENSG00000198814.11,,,,,,,,,,
ENSG00000237541.3,,,,,,,,,,
ENSG00000236532.4,,,,,,,,,,
ENSG00000164741.13,,,,,,,,,,
ENSG00000177511.5,,,,,,,,,,
ENSG00000074803.16,,,,,,,,,,
ENSG00000258998.1,,,,,,,,,,
ENSG00000164684.12,,,,,,,,,,
ENSG00000141433.11,,,,,,,,,,
ENSG00000187642.8,,,,,,,,,,
ENSG00000259408.2,,,,,,,,,,
ENSG00000138039.13,,,,,,,,,,
ENSG00000226944.1,,,,,,,,,,
ENSG00000226686.6,,,,,,,,,,
ENSG00000013619.12,,,,,,,,,,
ENSG00000108001.12,,,,,,,,,,
ENSG00000268912.1,,,,,,,,,,
ENSG00000005108.14,,,,,,,,,,
ENSG00000054219.10,,,,,,,,,,
ENSG00000268660.1,,,,,,,,,,
ENSG00000272449.1,,,,,,,,,,
ENSG00000117791.14,,,,,,,,,,
ENSG00000143167.10,,,,,,,,,,
ENSG00000261888.1,,,,,,,,,,
ENSG00000070601.8,,,,,,,,,,
ENSG00000260645.1,,,,,,,,,,
ENSG00000237721.1,,,,,,,,,,
ENSG00000105717.12,,,,,,,,,,
ENSG00000158246.7,,,,,,,,,,
ENSG00000235688.1,,,,,,,,,,
ENSG00000141338.12,,,,,,,,,,
ENSG00000162706.11,,,,,,,,,,
ENSG00000248801.5,,,,,,,,,,
ENSG00000197905.7,,,,,,,,,,
ENSG00000225968.6,,,,,,,,,,
ENSG00000091128.11,,,,,,,,,,
ENSG00000259630.2,,,,,,,,,,
ENSG00000163064.6,,,,,,,,,,
ENSG00000262155.1,,,,,,,,,,
ENSG00000080823.20,,,,,,,,,,
ENSG00000186280.6,,,,,,,,,,
ENSG00000240350.2,,,,,,,,,,
ENSG00000244273.1,,,,,,,,,,
ENSG00000260231.1,,,,,,,,,,
ENSG00000235903.6,,,,,,,,,,
ENSG00000261416.1,,,,,,,,,,
ENSG00000111186.11,,,,,,,,,,
ENSG00000147027.3,,,,,,,,,,
ENSG00000177098.7,,,,,,,,,,
ENSG00000197632.7,,,,,,,,,,
ENSG00000261616.1,,,,,,,,,,
ENSG00000072182.11,,,,,,,,,,
ENSG00000128645.12,,,,,,,,,,
ENSG00000180044.4,,,,,,,,,,
ENSG00000248103.1,,,,,,,,,,
ENSG00000112214.9,,,,,,,,,,
ENSG00000279277.1,,,,,,,,,,
ENSG00000272505.1,,,,,,,,,,
ENSG00000163082.9,,,,,,,,,,
ENSG00000170561.11,,,,,,,,,,
ENSG00000130707.16,,,,,,,,,,
ENSG00000156395.11,,,,,,,,,,
ENSG00000261143.1,,,,,,,,,,
ENSG00000168491.8,,,,,,,,,,
ENSG00000265683.1,,,,,,,,,,
ENSG00000065675.13,,,,,,,,,,
ENSG00000204136.9,,,,,,,,,,
ENSG00000271687.1,,,,,,,,,,
ENSG00000273325.1,,,,,,,,,,
ENSG00000279069.1,,,,,,,,,,
ENSG00000182584.4,,,,,,,,,,
ENSG00000272696.1,,,,,,,,,,
ENSG00000185697.15,,,,,,,,,,
ENSG00000067113.15,,,,,,,,,,
ENSG00000167723.13,,,,,,,,,,
ENSG00000172673.9,,,,,,,,,,
ENSG00000197815.4,,,,,,,,,,
ENSG00000278834.1,,,,,,,,,,
ENSG00000024422.10,,,,,,,,,,
ENSG00000172123.11,,,,,,,,,,
ENSG00000065833.8,,,,,,,,,,
ENSG00000116741.7,,,,,,,,,,
ENSG00000140557.10,,,,,,,,,,
ENSG00000198108.3,,,,,,,,,,
ENSG00000133574.8,,,,,,,,,,
ENSG00000103852.11,,,,,,,,,,
ENSG00000136280.14,,,,,,,,,,
ENSG00000164403.13,,,,,,,,,,
ENSG00000113070.7,,,,,,,,,,
ENSG00000189058.7,,,,,,,,,,
ENSG00000179715.11,,,,,,,,,,
ENSG00000105605.6,,,,,,,,,,
ENSG00000196735.10,,,,,,,,,,
ENSG00000247095.2,,,,,,,,,,
ENSG00000265280.1,,,,,,,,,,
ENSG00000279853.1,,,,,,,,,,
ENSG00000174749.5,,,,,,,,,,
ENSG00000273084.1,,,,,,,,,,
ENSG00000255129.4,,,,,,,,,,
ENSG00000123685.7,,,,,,,,,,
ENSG00000120645.10,,,,,,,,,,
ENSG00000272620.1,,,,,,,,,,
ENSG00000255398.2,,,,,,,,,,
ENSG00000228203.5,,,,,,,,,,
ENSG00000215795.2,,,,,,,,,,
ENSG00000226416.1,,,,,,,,,,
ENSG00000261786.1,,,,,,,,,,
ENSG00000278206.1,,,,,,,,,,
ENSG00000189129.12,,,,,,,,,,
ENSG00000267898.1,,,,,,,,,,
ENSG00000174059.15,,,,,,,,,,
ENSG00000180357.8,,,,,,,,,,
ENSG00000160349.8,,,,,,,,,,
ENSG00000213398.6,,,,,,,,,,
ENSG00000224650.2,,,,,,,,,,
ENSG00000249884.7,,,,,,,,,,
ENSG00000175147.10,,,,,,,,,,
ENSG00000157388.12,,,,,,,,,,
ENSG00000162745.9,,,,,,,,,,
ENSG00000196872.9,,,,,,,,,,
ENSG00000187678.8,,,,,,,,,,
ENSG00000170891.9,,,,,,,,,,
ENSG00000276952.1,,,,,,,,,,
ENSG00000162999.11,,,,,,,,,,
ENSG00000277200.1,,,,,,,,,,
ENSG00000261754.2,,,,,,,,,,
ENSG00000259030.5,,,,,,,,,,
ENSG00000230006.6,,,,,,,,,,
ENSG00000196741.5,,,,,,,,,,
ENSG00000160862.11,,,,,,,,,,
ENSG00000272807.1,,,,,,,,,,
ENSG00000261353.1,,,,,,,,,,
ENSG00000254911.3,,,,,,,,,,
ENSG00000277767.1,,,,,,,,,,
ENSG00000227775.3,,,,,,,,,,
ENSG00000259920.1,,,,,,,,,,
ENSG00000175505.10,,,,,,,,,,
ENSG00000267586.5,,,,,,,,,,
ENSG00000260182.1,,,,,,,,,,
ENSG00000164066.11,,,,,,,,,,
ENSG00000157404.14,,,,,,,,,,
ENSG00000242808.6,,,,,,,,,,
ENSG00000232229.4,,,,,,,,,,
ENSG00000271387.1,,,,,,,,,,
ENSG00000272040.1,,,,,,,,,,
ENSG00000215788.8,,,,,,,,,,
ENSG00000259439.2,,,,,,,,,,
ENSG00000128346.9,,,,,,,,,,
ENSG00000122986.12,,,,,,,,,,
ENSG00000198829.6,,,,,,,,,,
ENSG00000278737.1,,,,,,,,,,
ENSG00000256463.7,,,,,,,,,,
ENSG00000155367.14,,,,,,,,,,
ENSG00000103260.7,,,,,,,,,,
ENSG00000197172.9,,,,,,,,,,
ENSG00000274220.1,,,,,,,,,,
ENSG00000280332.1,,,,,,,,,,
ENSG00000270039.1,,,,,,,,,,
ENSG00000181619.11,,,,,,,,,,
ENSG00000123201.13,,,,,,,,,,
ENSG00000116014.8,,,,,,,,,,
ENSG00000222894.1,,,,,,,,,,
ENSG00000121807.5,,,,,,,,,,
ENSG00000189350.11,,,,,,,,,,
ENSG00000066248.13,,,,,,,,,,
ENSG00000163239.11,,,,,,,,,,
ENSG00000117318.8,,,,,,,,,,
ENSG00000173930.8,,,,,,,,,,
ENSG00000180694.12,,,,,,,,,,
ENSG00000243444.6,,,,,,,,,,
ENSG00000262903.1,,,,,,,,,,
ENSG00000253837.1,,,,,,,,,,
ENSG00000180539.7,,,,,,,,,,
ENSG00000107249.20,,,,,,,,,,
ENSG00000166510.12,,,,,,,,,,
ENSG00000140479.15,,,,,,,,,,
ENSG00000228393.3,,,,,,,,,,
ENSG00000279930.1,,,,,,,,,,
ENSG00000267011.4,,,,,,,,,,
ENSG00000157107.12,,,,,,,,,,
ENSG00000233288.1,,,,,,,,,,
ENSG00000155966.12,,,,,,,,,,
ENSG00000253326.2,,,,,,,,,,
ENSG00000115525.15,,,,,,,,,,
ENSG00000205696.4,,,,,,,,,,
ENSG00000145569.5,,,,,,,,,,
ENSG00000162669.14,,,,,,,,,,
ENSG00000154760.12,,,,,,,,,,
ENSG00000250091.2,,,,,,,,,,
ENSG00000132975.7,,,,,,,,,,
ENSG00000149564.10,,,,,,,,,,
ENSG00000114378.15,,,,,,,,,,
ENSG00000095970.15,,,,,,,,,,
ENSG00000274922.1,,,,,,,,,,
ENSG00000167994.10,,,,,,,,,,
ENSG00000179796.10,,,,,,,,,,
ENSG00000158458.18,,,,,,,,,,
ENSG00000225465.8,,,,,,,,,,
ENSG00000158062.19,,,,,,,,,,
ENSG00000275097.1,,,,,,,,,,
ENSG00000139187.8,,,,,,,,,,
ENSG00000170989.8,,,,,,,,,,
ENSG00000171680.19,,,,,,,,,,
ENSG00000211639.2,,,,,,,,,,
ENSG00000260400.1,,,,,,,,,,
ENSG00000122223.11,,,,,,,,,,
ENSG00000239911.2,,,,,,,,,,
ENSG00000280614.1,,,,,,,,,,
ENSG00000229766.5,,,,,,,,,,
ENSG00000229124.5,,,,,,,,,,
ENSG00000089472.15,,,,,,,,,,
ENSG00000244161.1,,,,,,,,,,
ENSG00000277142.1,,,,,,,,,,
ENSG00000152207.6,,,,,,,,,,
ENSG00000180914.9,,,,,,,,,,
ENSG00000152413.13,,,,,,,,,,
ENSG00000183798.4,,,,,,,,,,
ENSG00000163328.12,,,,,,,,,,
ENSG00000178460.16,,,,,,,,,,
ENSG00000203950.6,,,,,,,,,,
ENSG00000111885.6,,,,,,,,,,
ENSG00000101276.13,,,,,,,,,,
ENSG00000138336.8,,,,,,,,,,
ENSG00000269940.1,,,,,,,,,,
ENSG00000128342.4,,,,,,,,,,
ENSG00000184530.8,,,,,,,,,,
ENSG00000242173.7,,,,,,,,,,
ENSG00000168398.6,,,,,,,,,,
ENSG00000038382.16,,,,,,,,,,
ENSG00000105852.9,,,,,,,,,,
ENSG00000204020.5,,,,,,,,,,
ENSG00000256232.1,,,,,,,,,,
ENSG00000272942.1,,,,,,,,,,
ENSG00000275580.1,,,,,,,,,,
ENSG00000154330.11,,,,,,,,,,
ENSG00000031081.9,,,,,,,,,,
ENSG00000133985.2,,,,,,,,,,
ENSG00000106477.17,,,,,,,,,,
ENSG00000162849.14,,,,,,,,,,
ENSG00000171772.14,,,,,,,,,,
ENSG00000230185.4,,,,,,,,,,
ENSG00000266709.1,,,,,,,,,,
ENSG00000137571.9,,,,,,,,,,
ENSG00000143443.9,,,,,,,,,,
ENSG00000198682.11,,,,,,,,,,
ENSG00000272221.1,,,,,,,,,,
ENSG00000096696.12,,,,,,,,,,
ENSG00000103175.9,,,,,,,,,,
ENSG00000279396.1,,,,,,,,,,
ENSG00000197296.5,,,,,,,,,,
ENSG00000175745.10,,,,,,,,,,
ENSG00000225032.4,,,,,,,,,,
ENSG00000272973.1,,,,,,,,,,
ENSG00000008311.13,,,,,,,,,,
ENSG00000203780.9,,,,,,,,,,
ENSG00000148154.8,,,,,,,,,,
ENSG00000235374.2,,,,,,,,,,
